,wave.height.time,wave.height,wave.depth
361,2017/1/16 12:00,0.726461112,8.683917999
362,2017/1/16 13:00,0.742539048,8.975772858
363,2017/1/16 14:00,0.733670831,9.107551575
364,2017/1/16 15:00,0.727686882,9.083506584
365,2017/1/16 16:00,0.699447751,8.984357834
366,2017/1/16 17:00,0.677606642,8.767422676
367,2017/1/16 18:00,0.65673995,8.481760025
368,2017/1/16 19:00,0.653375208,8.201354027
369,2017/1/16 20:00,0.659025967,8.017590523
370,2017/1/16 21:00,0.619272709,8.01241684
371,2017/1/16 22:00,0.61160934,8.072501183
372,2017/1/16 23:00,0.642402053,8.199803352
373,2017/1/17 0:00,0.618618131,8.435283661
374,2017/1/17 1:00,0.61094749,8.717628479
375,2017/1/17 2:00,0.600621641,8.932378769
376,2017/1/17 3:00,0.577086866,9.019412994
377,2017/1/17 4:00,0.555115044,9.010620117
378,2017/1/17 5:00,0.533572137,8.867540359
379,2017/1/17 6:00,0.520578682,8.656078339
380,2017/1/17 7:00,0.50416863,8.415512085
381,2017/1/17 8:00,0.491367012,8.232783318
382,2017/1/17 9:00,0.472373962,8.152949333
383,2017/1/17 10:00,0.475079328,8.174305916
384,2017/1/17 11:00,0.486169845,8.296275139
385,2017/1/17 12:00,0.465016276,8.502573013
386,2017/1/17 13:00,0.461156666,8.763175964
387,2017/1/17 14:00,0.462795287,8.982801437
388,2017/1/17 15:00,0.436129034,9.075353622
389,2017/1/17 16:00,0.420265645,9.049607277
390,2017/1/17 17:00,0.410706431,8.89528656
391,2017/1/17 18:00,0.396907002,8.699907303
392,2017/1/17 19:00,0.395729631,8.457025528
393,2017/1/17 20:00,0.39542678,8.217880249
394,2017/1/17 21:00,0.376990288,8.06383419
395,2017/1/17 22:00,0.368477374,8.022111893
396,2017/1/17 23:00,0.396458209,8.089541435
397,2017/1/18 0:00,0.370261341,8.234460831
398,2017/1/18 1:00,0.379063189,8.420672417
399,2017/1/18 2:00,0.373090446,8.662127495
400,2017/1/18 3:00,0.344566613,8.870891571
401,2017/1/18 4:00,0.332044303,8.923407555
402,2017/1/18 5:00,0.326245785,8.865495682
403,2017/1/18 6:00,0.312479019,8.732555389
404,2017/1/18 7:00,0.299503088,8.539841652
405,2017/1/18 8:00,0.288502306,8.338247299
406,2017/1/18 9:00,0.292288333,8.178451538
407,2017/1/18 10:00,0.279427767,8.102332115
408,2017/1/18 11:00,0.269395947,8.139009476
409,2017/1/18 12:00,0.28491199,8.265412331
410,2017/1/18 13:00,0.266743422,8.482818604
411,2017/1/18 14:00,0.282247931,8.698865891
412,2017/1/18 15:00,0.275935203,8.920719147
413,2017/1/18 16:00,0.270182669,8.99464035
414,2017/1/18 17:00,0.261431396,8.961154938
415,2017/1/18 18:00,0.288594097,8.853885651
416,2017/1/18 19:00,0.526894569,8.736619949
417,2017/1/18 20:00,0.657014668,8.467050552
418,2017/1/18 21:00,0.645667732,8.328997612
419,2017/1/18 22:00,0.592615366,8.307426453
420,2017/1/18 23:00,0.528965116,8.339446068
421,2017/1/19 0:00,0.451048166,8.393401146
422,2017/1/19 1:00,0.439504057,8.521355629
423,2017/1/19 2:00,0.397515565,8.764157295
424,2017/1/19 3:00,0.428217381,9.035024643
425,2017/1/19 4:00,0.451713443,9.204734802
426,2017/1/19 5:00,0.499517947,9.231378555
427,2017/1/19 6:00,0.59176141,9.169700623
428,2017/1/19 7:00,0.740159273,9.06272316
429,2017/1/19 8:00,0.824816704,8.914148331
430,2017/1/19 9:00,0.876230776,8.702462196
431,2017/1/19 10:00,0.896123886,8.571170807
432,2017/1/19 11:00,0.93991828,8.533618927
433,2017/1/19 12:00,0.96758455,8.567651749
434,2017/1/19 13:00,0.95939821,8.661327362
435,2017/1/19 14:00,0.993914366,8.821224213
436,2017/1/19 15:00,0.970516562,9.01659584
437,2017/1/19 16:00,0.989435136,9.140983582
438,2017/1/19 17:00,0.941191256,9.142402649
439,2017/1/19 18:00,0.907241762,9.083431244
440,2017/1/19 19:00,0.918686032,9.012830734
441,2017/1/19 20:00,0.974287868,8.878252029
442,2017/1/19 21:00,0.90320152,8.692884445
443,2017/1/19 22:00,0.938074946,8.501467705
444,2017/1/19 23:00,0.97019738,8.415401459
445,2017/1/20 0:00,0.987010658,8.43566227
446,2017/1/20 1:00,1.047059536,8.496543884
447,2017/1/20 2:00,1.067002058,8.640024185
448,2017/1/20 3:00,1.091264129,8.878292084
449,2017/1/20 4:00,1.15280807,9.075773239
450,2017/1/20 5:00,1.177419186,9.147569656
451,2017/1/20 6:00,1.139333487,9.156011581
452,2017/1/20 7:00,1.080586553,9.109048843
453,2017/1/20 8:00,1.024846554,9.00540638
454,2017/1/20 9:00,1.078952551,8.808110237
455,2017/1/20 10:00,1.062017918,8.605836868
456,2017/1/20 11:00,1.114404559,8.478082657
457,2017/1/20 12:00,1.097273231,8.435974121
458,2017/1/20 13:00,1.194485068,8.461233139
459,2017/1/20 14:00,1.109963417,8.547168732
460,2017/1/20 15:00,1.247918129,8.701353073
461,2017/1/20 16:00,1.118509889,8.874394417
462,2017/1/20 17:00,1.062004685,8.97876358
463,2017/1/20 18:00,1.040424228,8.973103523
464,2017/1/20 19:00,1.004096627,8.937561035
465,2017/1/20 20:00,0.989094615,8.857484818
466,2017/1/20 21:00,0.944327891,8.730453491
467,2017/1/20 22:00,0.931189895,8.560821533
468,2017/1/20 23:00,0.981332779,8.413547516
469,2017/1/21 0:00,1.033058882,8.358153343
470,2017/1/21 1:00,0.961760342,8.372722626
471,2017/1/21 2:00,1.024429321,8.442830086
472,2017/1/21 3:00,1.019323945,8.622770309
473,2017/1/21 4:00,1.037134528,8.857831955
474,2017/1/21 5:00,0.970431387,9.019710541
475,2017/1/21 6:00,0.997001112,9.108020782
476,2017/1/21 7:00,0.908785105,9.128481865
477,2017/1/21 8:00,0.891014993,9.096323013
478,2017/1/21 9:00,0.869897783,8.949001312
479,2017/1/21 10:00,0.825501621,8.780573845
480,2017/1/21 11:00,0.827335536,8.61236763
481,2017/1/21 12:00,0.807419896,8.496170998
482,2017/1/21 13:00,0.747577429,8.441054344
483,2017/1/21 14:00,0.776569724,8.479078293
484,2017/1/21 15:00,0.745523572,8.577068329
485,2017/1/21 16:00,0.720323384,8.712741852
486,2017/1/21 17:00,0.697452188,8.853190422
487,2017/1/21 18:00,0.671046734,8.930822372
488,2017/1/21 19:00,0.678637087,8.973442078
489,2017/1/21 20:00,0.65733099,8.943336487
490,2017/1/21 21:00,0.661074579,8.856216431
491,2017/1/21 22:00,0.631981015,8.701365471
